title,classification_id_1,phone,city,city_id_partner,county,county_id_partner,email,website_url,foursquare_url,twitter_url,facebook_url,facebook_url,googleplus_url,company_type,registration_no,location_type,street_type_id,street_number,street,neighbourhood,postcode,latitude,longitude
Montegard,124,031 676 775,Herceg Novi,429,Herceg Novi,8,montegard@t-com.me,,,,,,,,,,, 102,Kumbor,,,42.441321,18.5838675
Martel,124,069 042 253,Herceg Novi,429,Herceg Novi,8,,,,,,,,,,,, b.b.,Mića Vavića,,,42.457855,18.5254489
Alkoset,124,031 331 438,Herceg Novi,429,Herceg Novi,8,,,,,,,,,,,, 1,V Crnogorske,,,42.4593343,18.5140607
Vigo company,124,067 544 933,Kotor,522,Kotor,10,,,,,,,,,,,, 3,Dobrota,,,42.4667075,18.7632751
Andrija,124,067 666 663,Kotor,522,Kotor,10,,,,,,,,,,,, b.b.,Morinj,,,42.4888149,18.6264694
Helada mont,124,032 332 064,Kotor,522,Kotor,10,,,,,,,,,,,, b.b.,Zlatne njive,,,0,0
Alfa Trade,124,050 472 968,Mojkovac,561,Mojkovac,11,alfatrade@t-com.me,,,,,,,,,,, b.b.,Dušana Tomovića,,,42.9639915,19.5833445
Keš,124,069 505 120,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Bul. Vuka Mićunovića,,,42.773281,18.94416
Gorska,124,040 267 220,Nikšić,645,Nikšić,12,gorskavoda@t-com.me,,,,,,,,,,, b.b.,Gornja Bukovica,,,42.773281,18.94416
Bib ,124,069 320 640,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,II Dalmatinske,,,42.7811146,18.9470494
Grapena,124,069 047 967,Nikšić,645,Nikšić,12,,,,,,,,,,,,32,Karađorđeva,,,42.7744525,18.9471388
Finiš,124,067 810 930,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,NarodneOmladine,,,42.777731,18.9576186
Anđeo,124,040 245 295,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Nikole Tesle,,,42.7753221,18.9544027
Pem komerc,124,040 246 899,Nikšić,645,Nikšić,12,,,,,,,,,,,,4,Partizanski put 4,,,42.8025925,18.9344484
Bibita,124,067 213 757,Nikšić,645,Nikšić,12,,,,,,,,,,,, 47,Vuka Mićunovića,,,42.7751449,18.9444852
Tim,124,069 044 816,Pljevlja,814,Pljevlja,14,,,,,,,,,,,, 22,Avalska,,,43.3568384,19.3620079
Tim,124,052 81 317,Pljevlja,814,Pljevlja,14,,,,,,,,,,,, b.b.,Tršova,,,43.356416,19.3605806
Miranović,124,067 343 219,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Bracana Bracanovića,,,42.4270885,19.2644493
Poki ,124,020 665 642,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 141,Bul. Ivana Crnojevića,,,42.4437053,19.2628852
Plantaže,124,020 247 306,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 64,Bul. Svetog Petra Cetinjskog,,,42.4428521,19.2499892
Ventura comerc,124,020 872 823,Podgorica,1032,Podgorica,16,venturacomerc@t-com.me,,,,,,,,,,, b.b.,Cijevna,,,42.373205,19.2337525
Bona office,124,069 429 667,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 46,Dalmatinska,,,42.4478777,19.2461147
Tapetar,124,069 485 561,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 146,Dalmatinska,,,42.4513406,19.240356
Osojica,124,020 629 709,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 18,II Dalmatinske,,,42.4308968,19.2945035
Eres Comerce,124,069 478 528,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Ilije Milačića,,,42.442575,19.268646
Coca Cola HBC Crna Gora,124,020 443 600,Podgorica,1032,Podgorica,16,cchbc@t-com.me,,,,,,,,,,, 27,Josipa Broza Tita,,,42.429794,19.271822
Bobi comerce,124,020 620 394,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Lajkovići,,,42.442575,19.268646
Fruvita Montenegro,124,020 872 168,Podgorica,1032,Podgorica,16,fruvita@t-com.me,,,,,,,,,,, b.b.,Mahala,,,42.3504297,19.2147632
Polen,124,020 231 452,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 5,Marka Miljanova,,,42.4393836,19.2660156
Amb,124,069 663 263,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,P.C. Kruševac,,,42.441556,19.24301
Punt,124,020 648 303,Podgorica,1032,Podgorica,16,punt@t-com.me,,,,,,,,,,, 78,Petra Matovića,,,42.4353767,19.2603166
Plantaže,124,020 658 111,Podgorica,1032,Podgorica,16,plantaze@t-com.me,www.plantaze.t-com.me,,,,,,,,,, 2,Put Radomira Ivanovića,,,42.4230437,19.2693973
Vap Milić,124,020 629 949,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 23,Španskih boraca,,,42.4294452,19.2980346
Gruppo Pago,124,020 872 873,Podgorica,1032,Podgorica,16,gruppomarket@t-com.me,,,,,,,,,,, 8,Trg Božane Vučinić,,,42.4361843,19.2625228
Miranović,124,069 022 541,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Tuški put,,,42.4237197,19.2638245
Bo Jo trade,124,067 386 445,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 30,Vasa Raičkovića,,,42.4442611,19.2531793
Bonita trade,124,020 642 334,Podgorica,1032,Podgorica,16,bonita@t-com.me,,,,,,,,,,, 76,Vojislavljevića,,,42.421716,19.2432323
Brevi,124,069 060 300,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 17,Vojislavljevića,,,42.421716,19.2432323
Dragar company,124,020 614 677,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Zlatica,,,42.463543,19.2935611
Aqua bianca,124,020 621 656,Podgorica,1032,Podgorica,16,vsgcommerce@t-com.me,www.aquabianca.com,,,,,,,,,, 25,Manastirska,,,42.4079949,19.243736
Aqua Monta (Fabrika vode Lipovo),124,020 280 215,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 57,Skoja,,,42.4410672,19.2503868
Maprenat,124,032 684 510,Tivat,1086,Tivat,18,mpn@t-com.me,,,,,,,,,,, b.b.,Donja Lastva,,,42.4430556,18.6886111
Lamirage,124,067 300 111,Ulcinj,1122,Ulcinj,19,,,,,,,,,,,, b.b.,26. novembra,,,41.9307373,19.2088075
Vita ko,124,030 413 037,Ulcinj,1122,Ulcinj,19,,,,,,,,,,,, b.b.,Bul. Majke Tereze,,,41.9292018,19.2187679
Bakalli trade,124,069 606 006,Ulcinj,1122,Ulcinj,19,,,,,,,,,,,, b.b.,Majke Tereze,,,41.9292018,19.2187679
Gorska,124,052 267 227,Žabljak,114,Žabljak,3,,,,,,,,,,,, b.b.,Gornja Bukovica,,,43.0344944,19.1389517
Bule,125,067 353 965,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Novi tržni centar,,,43.037708,19.747931
Bagatela,125,032 334 807,Kotor,522,Kotor,10,,,,,,,,,,,, b.b.,Dobrota,,,42.454,18.768
Happy,125,069 044 266,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Serdara Šćepana,,,42.7780887,18.9536004
Maza,125,069 222 915,Nikšić,645,Nikšić,12,,,,,,,,,,,, 10,Trg Slobode,,,42.7734537,18.948597
Zagi,125,020 238 050,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,13. jula,,,42.4463286,19.2542818
Balloonland,125,020 624 044,Podgorica,1032,Podgorica,16,balloonland@t-com.me,,,,,,,,,,, 15,Bratstva i jedinstva,,,42.4347085,19.2635294
Noja,125,069 026 622,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 11,Jola Piletića,,,42.4479537,19.2585084
Gile komerc,125,020 658 059,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 2,Put Radomira Ivanovića,,,42.4230437,19.2693973
Croit,125,032 670 596,Tivat,1086,Tivat,18,croit@t-com.me,,,,,,,,,,, b.b.,Kukuljina,,,42.4159116,18.7163598
Nartex,126,069 066 413,Bar,26,Bar,2,,,,,,,,,,,, b.b.,24. novembra,,,42.09912,19.0985405
Frigo elektro,126,069 064 461,Bar,26,Bar,2,,,,,,,,,,,, 8,Borska,,,42.1011937,19.1019443
Interservis,126,030 314 415,Bar,26,Bar,2,,,,,,,,,,,, H24,Bul. 24. novembra,,,42.09912,19.0985405
Data project electronics,126,030 353 230,Bar,26,Bar,2,,,,,,,,,,,, 54,IV Crnogorske,,,42.0995976,19.0937085
Data project electronics,126,030 314 789,Bar,26,Bar,2,,,,,,,,,,,, 31,Jovana Tomaševića,,,42.0995976,19.0937085
Tehno trade,126,030 318 153,Bar,26,Bar,2,,,,,,,,,,,, G19,Makedonska,,,42.0988702,19.1021414
Data project electronics,126,030 346 708,Bar,26,Bar,2,info.bar@dataprojectel.com,,,,,,,,,,, b.b.,Stara ambulanta,,,0,0
Data project electronics,126,051 236 719,Berane,191,Berane,5,,,,,,,,,,,, 26,Ivana Vujoševića,,,0,0
Elektron,126,051 235 000,Berane,191,Berane,5,,,,,,,,,,,, b.b.,Mojsija Zečevića,,,42.8451968,19.8748107
Data project electronics,126,050 432 263,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Hotel Rada,,,43.037708,19.747931
Incom Šehović,126,050 432 398,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Muniba Kučevića,,,43.033837,19.7463262
Svjetlost company,126,069 491 964,Bijelo Polje,916,Podgorica,16,svjetlostcompany@t-com.me,,,,,,,,,,, 22,S.Bulatovića,,,43.0336673,19.7431419
Elektronika commerc,126,050 432 575,Bijelo Polje,916,Podgorica,16,elektronikabsh@t-com.me,,,,,,,,,,, 17,Slobode,,,43.0344793,19.747323
Frigo elektro,126,050 431 091,Bijelo Polje,916,Podgorica,16,frigoelktrobp@t-com.me,,,,,,,,,,, 56,Tršova,,,43.0374441,19.7526973
Ortogon,126,050 432 591,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Tršova,,,43.0374441,19.7526973
Data project electronics,126,033 456 284,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Mainski put,,,42.2960958,18.8459744
Data project electronics,126,041 235 107,Cetinje,318,Cetinje,6,,,,,,,,,,,, 72,Bajova,,,42.485992,18.743727
Hummel,126,041 233 110,Cetinje,318,Cetinje,6,masmedia@t-com.me,,,,,,,,,,, 36,Bul. Crnogorskih junaka,,,42.3942445,18.9166443
Tehnoshop,126,069 486 999,Cetinje,318,Cetinje,6,,,,,,,,,,,, b.b.,Njegoševa,,,42.3884283,18.924944
Bralex,126,069 040 029,Danilovgrad,346,Danilovgrad,7,,,,,,,,,,,, b.b.,Baja Sekulića,,,42.5521813,19.1052166
TehnoPlus,126,031 326 726,Herceg Novi,429,Herceg Novi,8,hercegnovi@tehnopluscg.com,,,,,,,,,,, b.b.,Dr. Jovana Bijelića,,,0,0
Data project electronics,126,031 324 333,Herceg Novi,429,Herceg Novi,8,,,,,,,,,,,, b.b.,RKNovljanka,,,0,0
Eldis amica,126,032 322 033,Kotor,522,Kotor,10,,,,,,,,,,,, 59,Dobrota,,,42.4667075,18.7632751
Frigo elektro,126,069 043 483,Kotor,522,Kotor,10,,,,,,,,,,,, b.b.,Put prvoborca,,,0,0
Data project electronics,126,032 334 220,Kotor,522,Kotor,10,,,,,,,,,,,, b.b.,RK Kamelija,,,0,0
TehnoPlus,126,032 322 740,Kotor,522,Kotor,10,kotor@tehnopluscg.com,www.tehnopluscg.com,,,,,,,,,, b.b.,Škaljari ,,,42.4186111,18.7663889
Elektron,126,032 323 624,Kotor,522,Kotor,10,,,,,,,,,,,, b.b.,Stari grad,,,42.4250216,18.7708628
Frigo Lux,126,032 330 066,Kotor,522,Kotor,10,,,,,,,,,,,, 2,SvetiVrači,,,0,0
Frigo elektro,126,050 473 737,Mojkovac,561,Mojkovac,11,,,,,,,,,,,, 33,Njegoševa,,,42.9629983,19.5820543
Minemont,126,040 241 524,Nikšić,645,Nikšić,12,,,,,,,,,,,, 115,Alekse Backovića,,,42.779457,18.9509091
Frigo elektro,126,040 231 555,Nikšić,645,Nikšić,12,frigo@t-com.me,,,,,,,,,,, b.b.,Nika Miljanića,,,42.7773673,18.9487832
Mazor ,126,040 242 332,Nikšić,645,Nikšić,12,,,,,,,,,,,, 6,Nika Miljanića,,,42.7773673,18.9487832
Univerzal Nikšić,126,040 232 200,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Nika Miljanića,,,42.7773673,18.9487832
Data project electronics,126,040 231 070,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Nika Milovanovića,,,42.773281,18.94416
Tehnokuća,126,069 601 437,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Serdara Šćepana,,,42.7780887,18.9536004
TehnoPlus,126,040 231 036,Nikšić,645,Nikšić,12,niksic@tehnopluscg.com,,,,,,,,,,, b.b.,Vuka Mićunovića,,,42.7751449,18.9444852
Data project electronics,126,052 323 482,Pljevlja,814,Pljevlja,14,,,,,,,,,,,, b.b.,RK Proljeće komerc,,,43.36,19.36
Candy,126,069 458 767,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,27. marta,,,42.4255917,19.2489526
Hummel,126,020 633 194,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 55,4. jula,,,42.4256769,19.2581331
Mermant,126,020 651 656,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Admirala Zmajevića,,,42.4289452,19.2744255
Tehnomarket Suljević,126,020 651 781,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 2,Aerodromska,,,42.431718,19.2796209
Agroturs,126,020 873 300,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Anovi,,,42.4379739,19.2655251
Monte klima,126,020 622 949,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 55,Bratsva i Jedinstva,,,42.442575,19.268646
Primus electronics,126,020 228 105,Podgorica,1032,Podgorica,16,primus@t-com.me,,,,,,,,,,, b.b.,Bul. Džoržda Vašingtona,,,42.442575,19.268646
Dream,126,020 664 108,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 131,Bul. Ivana Crnojevića,,,42.4435757,19.2633307
Sloboda,126,020 244 129,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 30,Bul. Revolucije,,,42.4403492,19.2492123
Tehnomarket,126,078 113 114,Podgorica,1032,Podgorica,16,info@kkelectronics.com,,,,,,,,,,, b.b.,Cijevna,,,42.373205,19.2337525
RG Projekt,126,020 280 597,Podgorica,1032,Podgorica,16,rgprojekt@t-com.me,www.rgprojekt.me,,,,,,,,,, 54,Dalmatinska,,,42.4480649,19.2453891
Projekt,126,020 266 342,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 54,Dalmatinska,,,42.4480649,19.2453891
Gorenje,126,020 405 700,Podgorica,1032,Podgorica,16,gorenjepg@t-com.me,,,,,,,,,,, b.b.,Donja Gorica,,,42.4226138,19.2088168
Agroturs,126,020 873 308,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Golubovci,,,42.335,19.2311111
Kavarić,126,020 712 655,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Golubovci,,,42.335,19.2311111
Hummel,126,020 230 480,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 66,Hercegovačka,,,42.4422095,19.2645249
Trionic,126,069 430 553,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 16,Hercegovačka,,,42.4430345,19.261807
Monteplam,126,020 270 302,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,IX Crnogorske,,,42.4553538,19.2695264
OKOV d.o.o.,126,020 658 501,Podgorica,1032,Podgorica,16,okov@okov.me,www.okov.me,,,,,,,,,, 26,Josipa Broza Tita,,,42.429794,19.271822
Tehnikom international,126,020 625 755,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 45,KraljaNikole,,,42.4353767,19.2603166
Pioneer of Montenegro,126,020 612 552,Podgorica,1032,Podgorica,16,sonic@t-com.me,,,,,,,,,,, 18,Moše Pijade,,,42.442575,19.268646
Tehno max,126,020 248 022,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 50,Moskovska,,,42.443631,19.2485793
TV centar Đečević,126,020 210 981,Podgorica,1032,Podgorica,16,centar@t-com.me,,,,,,,,,,, 20,Novaka Miloševa,,,42.4402024,19.2651506
Bosch shop,126,020 633 110,Podgorica,1032,Podgorica,16,intero@t-com.me,,,,,,,,,,, 130,Oktobarske revolucije,,,42.4347085,19.2635294
Eurodax,126,020 234 866,Podgorica,1032,Podgorica,16,eurodax@t-com.me,,,,,,,,,,, 67,P.C. Kruševac,,,42.4430124,19.2405941
Sumo trade,126,069 040 53,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Piperska,,,42.4589364,19.265621
Đečević,126,020 620 981,Podgorica,1032,Podgorica,16,centar@t-com.me,,,,,,,,,,, 183,Save Kovačevića,,,42.4307839,19.2635916
Frigo elektro,126,020 268 890,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 9,Skoja,,,42.4506461,19.2251817
Elektron,126,020 620 715,Podgorica,1032,Podgorica,16,elektron.pg@t-com.me,,,,,,,,,,, 1,Taraboška,,,42.442575,19.268646
Tehno max ,126,020 620 015,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 31,Trg KraljaNikole,,,42.442575,19.268646
Data project electronics,126,020 230 593,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 58,Trg Republike,,,42.4410304,19.2623061
Olycomputer,126,020 267 747,Podgorica,1032,Podgorica,16,mvmcompany@t-com.me,www.olycomputer.com,,,,,,,,,, 15,TrgNikole Kovačevića,,,42.4478364,19.2433633
Tehnomarket Suljević,126,020 875 861,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Tuzi,,,42.3789469,19.324704
Ital keramik,126,020 875 990,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Tuzi,,,42.3789469,19.324704
TehnoPlus,126,020 662 081,Podgorica,1032,Podgorica,16,podgorica@tehnopluscg.com,www.tehnopluscg.com,,,,,,,,,, b.b.,Vasa Raičkovića,,,42.4442611,19.2531793
Armal Hidra,126,020 611 010,Podgorica,1032,Podgorica,16,armalhidra@t-com.me,,,,,,,,,,, 26,Vlada Martinovića,,,42.4352488,19.2692841
Servis commerce Bosch,126,032 674 619,Tivat,1086,Tivat,18,serviscommerce@t-com.me,,,,,,,,,,, 5,Luke Tomanovića,,,42.4318015,18.6977769
Tehno lux,126,030 422 465,Ulcinj,1122,Ulcinj,19,,,,,,,,,,,, b.b.,26. novembra,,,41.9307373,19.2088075
Proton,126,030 412 562,Ulcinj,1122,Ulcinj,19,proton@t-com.me,,,,,,,,,,, b.b.,Bul. Skenderbega,,,41.929722,19.224291
Onion Tehnoviva,126,069 031 286,Ulcinj,1122,Ulcinj,19,,,,,,,,,,,, b.b.,Hafiz Ali Ulainaky,,,41.929722,19.224291
Data project electronics,126,030 412 272,Ulcinj,1122,Ulcinj,19,,,,,,,,,,,, b.b.,Kodre,,,41.9304789,19.2364088
Alma obuća ,129,030 311 406,Bar,26,Bar,2,obucaalma@t-com.me,,,,,,,,,,, C6,Bul. Revolucije,,,42.1020813,19.0972236
Alma obuća ,129,030 316 595,Bar,26,Bar,2,obucaalma@t-com.me,,,,,,,,,,, D11,Rista Lekića,,,42.1011937,19.1021723
Alma obuća ,129,050 431 155,Bijelo Polje,916,Podgorica,16,obucaalma@t-com.me,,,,,,,,,,, 18,Tržni centar,,,43.037708,19.747931
Ogma,129,031 331 426,Herceg Novi,429,Herceg Novi,8,,,,,,,,,,,, 4,Save Ilića,,,0,0
Ogma,129,031 331 426,Herceg Novi,429,Herceg Novi,8,,,,,,,,,,,, 4,Save Ilića,,,0,0
Dax company,129,069 659 743,Kotor,522,Kotor,10,mamar@t-com.me,www.kutakzatebe.com,,,,,,,,,, b.b,Dobrota,,,42.454,18.768
Ogma,129,067 401 103,Pljevlja,814,Pljevlja,14,,,,,,,,,,,, LIV 51,20 novembra,,,43.36,19.36
Ogma,129,067 401 103,Pljevlja,814,Pljevlja,14,,,,,,,,,,,, LIV 51,20 novembra,,,43.36,19.36
Ogma,129,020 234 897,Podgorica,1032,Podgorica,16,ogma@t-com.me,,,,,,,,,,, 65,Bul. Džordža Vašingtona,,,42.4427688,19.2453604
Ogma,129,020 234 721,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 55,Džordža Vašingtona,,,42.4430672,19.2455198
Ogma,129,020 234 899,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 59,Džordža Vašingtona,,,42.4429478,19.245456
Ogma,129,020 234 721,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 77,Džordža Vašingtona,,,42.4424107,19.245169
Makedonka,129,020 664 624,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 2,Karađorđeva,,,42.4399565,19.2625828
Ogma,129,020 228 328,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 33,Moskovska,,,42.443631,19.2485793
Moderato,129,067 249 756,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 20A,Vasa Raičkovića,,,42.4442611,19.2531793
Alma obuća ,129,020 634 643,Podgorica,1032,Podgorica,16,obucaalma@t-com.me,,,,,,,,,,, 29,Bratstva i jedinstva,,,42.4347085,19.2635294
Ogma,129,020 234 897,Podgorica,1032,Podgorica,16,ogma@t-com.me,,,,,,,,,,, 65,Bul. Džordža Vašingtona,,,42.4427688,19.2453604
Ogma,129,020 234 721,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 55,Džordža Vašingtona,,,42.4430672,19.2455198
Ogma,129,020 234 899,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 59,Džordža Vašingtona,,,42.4429478,19.245456
Ogma,129,020 234 721,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 77,Džordža Vašingtona,,,42.4424107,19.245169
Ogma,129,020 228 328,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 33,Moskovska,,,42.443631,19.2485793
Alma obuća ,129,020 873 365,Podgorica,1032,Podgorica,16,obucaalma@t-com.me,,,,,,,,,,, b.b.,"P.S. ""Stajović""",,,42.442575,19.268646
Zaljevo komerc,132,030 302 900,Bar,26,Bar,2,zaljevokomerc@t-com.me,,,,,,,,,,, G18,Makedonska,,,42.0988702,19.1021414
Extra dom,132,069 032 914,Bar,26,Bar,2,,,,,,,,,,,, b.b.,RK Izbor,,,0,0
Monte Casa,132,030 316 649,Bar,26,Bar,2,,,,,,,,,,,, 2,Topolica,,,42.09709,19.0955231
Zaljevo komerc,132,030 302 903,Bar,26,Bar,2,zaljevokomerc@t-com.me,,,,,,,,,,, b.b.,Zaljevo,,,0,0
Exclusive trade,132,060 496 447,Berane,191,Berane,5,,,,,,,,,,,, b.b.,Voja Maslovarića,,,42.8509855,19.8762477
Ex ponto,132,069 610 677,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, 42,III Sandžačke brigade,,,43.037708,19.747931
Naš dom&Simpo,132,050 484 621,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Nikoljac,,,43.0288212,19.7427976
Arfa mtd,132,069 516 133,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Potkrajci,,,43.075628,19.769135
Gradište komerc,132,050 433 481,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Slobodana Remzića,,,43.037708,19.747931
Drvex,132,050 433 505,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Voja Lješnjaka,,,43.0384665,19.7542176
Gradina Kvarta,132,050 430 130,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Voja Lješnjaka,,,43.0384665,19.7542176
Euroles,132,067 525 795,Bijelo Polje,916,Podgorica,16,euroles@t-com.me,,,,,,,,,,, b.b.,Voljavac,,,43.1171169,19.7844674
Svicomm,132,033 453 899,Budva,1271,Budva,21,svicomm@t-com.me,,,,,,,,,,, 63,Dositejeva,,,42.2878965,18.8364807
VETTA home ,132,069 324 882,Budva,1271,Budva,21,vetta@t-com.me,www.vetamont.com,,,,,,,,,, b.b.,Filipa Kovacevica ,,,42.2891356,18.8392179
Zaljevo komerc,132,033 402 770,Budva,1271,Budva,21,zaljevokomerc@t-com.me,,,,,,,,,,, b.b.,Petrovac,,,42.2055556,18.9425
Monte Casa,132,033 426 900,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Petrovac,,,42.2055556,18.9425
Art & Craft,132,033 402 294,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Prva Proleterska,,,42.2880556,18.8425
Vetamont ,132,033 451 757,Budva,1271,Budva,21,vetamont@t-com.me,www.vetamont.com,,,,,,,,,, b.b.,Trzni centar,,,42.2845194,18.8368602
Zanus,132,067 219 584,Cetinje,318,Cetinje,6,,,,,,,,,,,, 113,Bajova,,,42.485992,18.743727
Sloles Montenegro,132,020 812 882,Danilovgrad,346,Danilovgrad,7,,,,,,,,,,,, b.b.,Đoka Kovačevića,,,0,0
Dendros,132,020 882 151,Danilovgrad,346,Danilovgrad,7,,,,,,,,,,,, b.b.,Spuž,,,42.5118719,19.199635
Boy Iv,132,031 350 435,Herceg Novi,429,Herceg Novi,8,,,,,,,,,,,, 66,Njegoševa,,,42.4524502,18.5332221
Destiny,132,031 348 003,Herceg Novi,429,Herceg Novi,8,destiny@t-com.me,,,,,,,,,,, 13,Braće Pedišića,,,0,0
Šop komerc,132,031 322 001,Herceg Novi,429,Herceg Novi,8,,,,,,,,,,,, 3,Njegoševa,,,42.4524502,18.5332221
Rad Promet,132,031 678 116,Herceg Novi,429,Herceg Novi,8,radpromet@t-com.me,,,,,,,,,,, 9,Zemunka,,,0,0
Radpromet,132,031 323 627,Herceg Novi,429,Herceg Novi,8,radpromet@t-com.me,,,,,,,,,,, 9,Zemunska,,,42.4546848,18.5463477
Plava devetka,132,031 355 999,Herceg Novi,429,Herceg Novi,8,plavadevetka@t-com.me,www.plavadevetka.t-com.me,,,,,,,,,, b.b.,Mojdeški put,,,0,0
Drašković Dekstra,132,032 535 201,Kotor,522,Kotor,10,,,,,,,,,,,, b.b.,Dobrota,,,42.454,18.768
Shop commerce internationale,132,032 331 539,Kotor,522,Kotor,10,sci@t-com.me,,,,,,,,,,, b.b.,Radanovići,,,42.3565592,18.7630664
Mibo ,132,040 256 969,Nikšić,645,Nikšić,12,,,,,,,,,,,, 105,Alekse Backovića S,,,42.779457,18.9509091
Mib 6,132,040 252 538,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Bul. 13. jula,,,42.7733215,18.9458432
Ž promet,132,040 213 343,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Danila Bojovića,,,42.7743487,18.9533834
Jolly commerce,132,040 230 545,Nikšić,645,Nikšić,12,,,,,,,,,,,, 5,IV Crnogorske,,,42.7753707,18.9582186
Biro Tex,132,040 212 823,Nikšić,645,Nikšić,12,,,,,,,,,,,, 4,Lazara Sočice,,,42.7725785,18.9482524
Biro   Tex,132,040 212 823,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Lazara Sočice,,,42.7725785,18.9482524
Dis,132,040 200 700,Nikšić,645,Nikšić,12,prodaja@dis.me,www.dis.me,,,,,,,,,, b.b.,Ljuba Cupica,,,42.7731269,18.9686948
Nino design,132,067 519 080,Nikšić,645,Nikšić,12,ninodesign@t-com.me,,,,,,,,,,, 158,Dragova luka,,,42.773281,18.94416
Defanija,132,040 217 147,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Miločani,,,42.8277672,18.9034258
Simgor,132,067 330 832,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Milovana Pekovića,,,42.772426,18.9570889
