TITLE_CITY,TITLE_CITY_EN,TITLE_DISTRICT,TITLE_DISTRICT_EN,TITLE_COUNTY,TITLE_COUNTY_EN,LAT,LNG
село Сошки,null,Грязинский район,null,Липецкая область,null,52.362203,39.669199
Данков,null,Данковский район,null,Липецкая область,null,53.247409,39.118307
село Ягодное,null,Данковский район,null,Липецкая область,null,53.346306,39.310385
"""поселок Посёлок совхоза """"Петровский""""""",null,Добринский район,null,Липецкая область,null,52.242062,40.651282
село Чамлык-Никольское,null,Добринский район,null,Липецкая область,null,52.04471,40.581851
село Новотроицкое,null,Долгоруковский район,null,Липецкая область,null,52.376274,38.051486
Елец,null,городской округ Елец,null,Липецкая область,null,52.639827,38.46021
поселок Ламская,null,городской округ Елец,null,Липецкая область,null,52.645472,38.501874
деревня Хмелинец,null,Елецкий район,null,Липецкая область,null,52.648253,38.447328
поселок Солидарность,null,Елецкий район,null,Липецкая область,null,52.599441,38.564091
село Воронец,null,Елецкий район,null,Липецкая область,null,52.527541,38.496107
село Ериловка,null,Елецкий район,null,Липецкая область,null,52.693862,38.763661
Задонск,null,Задонский район,null,Липецкая область,null,52.384695,38.932338
село Измалково,null,Измалковский район,null,Липецкая область,null,52.686476,37.957899
деревня Сотниково,null,Краснинский район,null,Липецкая область,null,52.983487,38.696656
Лебедянь,null,Лебедянский район,null,Липецкая область,null,53.018729,39.106898
поселок Лев Толстой,null,Лев-Толстовский район,null,Липецкая область,null,53.202157,39.441637
поселок Первомайское,null,Лев-Толстовский район,null,Липецкая область,null,53.081012,39.603235
поселок Совхоза имени Льва Толстого,null,Лев-Толстовский район,null,Липецкая область,null,53.188611,39.439715
село Митягино,null,Лев-Толстовский район,null,Липецкая область,null,53.208041,39.726538
Липецк,null,городской округ Липецк,null,Липецкая область,null,52.589227,39.464311
село Косыревка,null,Липецкий район,null,Липецкая область,null,52.611467,39.394467
село Подгорное,null,Липецкий район,null,Липецкая область,null,52.541592,39.506262
село Сырское,null,Липецкий район,null,Липецкая область,null,52.566643,39.509829
село Троицкое,null,Липецкий район,null,Липецкая область,null,52.503647,39.503711
село Кириллово,null,Становлянский район,null,Липецкая область,null,52.733337,38.230789
село Берёзовка,null,Тербунский район,null,Липецкая область,null,52.012931,38.310757
Чаплыгин,null,Чаплыгинский район,null,Липецкая область,null,53.2355,39.975057
село Братовка,null,Чаплыгинский район,null,Липецкая область,null,53.3313,39.963684
село Кривополянье,null,Чаплыгинский район,null,Липецкая область,null,53.22667,39.941065
поселок Синегорье,null,Ягоднинский район,null,Магаданская область,null,62.085247,150.520047
деревня Березники,null,Волжский район,null,республика Марий Эл,null,55.959384,48.300976
деревня Инерымбал,null,Волжский район,null,республика Марий Эл,null,56.063524,48.626561
деревня Карай,null,Волжский район,null,республика Марий Эл,null,56.039429,48.648525
деревня Моркиялы,null,Волжский район,null,республика Марий Эл,null,55.952132,48.505899
деревня Учейкино,null,Волжский район,null,республика Марий Эл,null,56.067565,48.782086
деревня Часовенная,null,Волжский район,null,республика Марий Эл,null,55.9318,48.35005
деревня Ярамор,null,Волжский район,null,республика Марий Эл,null,56.125074,48.723381
поселок Приволжский,null,Волжский район,null,республика Марий Эл,null,55.964277,48.407399
поселок Шарибоксад,null,Волжский район,null,республика Марий Эл,null,56.158491,48.764318
село Новые Параты,null,Волжский район,null,республика Марий Эл,null,55.983197,48.652181
село Помары,null,Волжский район,null,республика Марий Эл,null,55.96337,48.333369
село Сотнур,null,Волжский район,null,республика Марий Эл,null,56.144216,48.783946
село Эмеково,null,Волжский район,null,республика Марий Эл,null,55.986727,48.429039
село Микряково,null,Горномарийский район,null,республика Марий Эл,null,56.205606,46.240276
Звенигово,null,Звениговский район,null,республика Марий Эл,null,55.978906,48.009715
Йошкар-Ола,null,городской округ Йошкар-Ола,null,Республика Марий Эл,null,56.627297,47.820664
деревня Савино,null,городской округ Йошкар-Ола,null,Республика Марий Эл,null,56.656737,48.007496
село Семеновка,null,городской округ Йошкар-Ола,null,Республика Марий Эл,null,56.649973,47.965877
поселок Килемары,null,Килемарский район,null,республика Марий Эл,null,56.779032,46.864363
поселок Мари-Турек,null,Мари-Турекский район,null,республика Марий Эл,null,56.790472,49.627455
деревня Корта,null,Медведевский район,null,Республика Марий Эл,null,56.598795,47.972641
деревня Пекшиксола,null,Медведевский район,null,Республика Марий Эл,null,56.676597,47.711456
деревня Сенькино,null,Медведевский район,null,Республика Марий Эл,null,56.674466,47.922605
поселок Аэропорт,null,Медведевский район,null,Республика Марий Эл,null,56.699318,47.908349
поселок Дорожный,null,Медведевский район,null,Республика Марий Эл,null,56.678649,47.900255
поселок Знаменский,null,Медведевский район,null,Республика Марий Эл,null,56.647182,47.984212
поселок Пемба,null,Медведевский район,null,республика Марий Эл,null,56.516586,48.044255
поселок городского типа Медведево,null,Медведевский район,null,Республика Марий Эл,null,56.637531,47.771176
село Ежово,null,Медведевский район,null,Республика Марий Эл,null,56.716344,48.115042
село Кузнецово,null,Медведевский район,null,Республика Марий Эл,null,56.692097,48.031957
село Нурма,null,Медведевский район,null,Республика Марий Эл,null,56.705604,47.705482
село Шойбулак,null,Медведевский район,null,Республика Марий Эл,null,56.721995,47.9314
поселок Зеленогорск,null,Моркинский район,null,республика Марий Эл,null,56.526224,48.791348
поселок Морки,null,Моркинский район,null,республика Марий Эл,null,56.429823,48.979096
поселок Октябрьский,null,Моркинский район,null,республика Марий Эл,null,56.307676,48.598713
село Адымаш,null,Моркинский район,null,республика Марий Эл,null,56.343513,48.965118
поселок Новый Торъял,null,Новоторъяльский район,null,республика Марий Эл,null,56.994347,48.724926
поселок Оршанка,null,Оршанский район,null,республика Марий Эл,null,56.916468,47.890697
село Куракино,null,Параньгинский район,null,республика Марий Эл,null,56.725684,49.290164
поселок Сернур,null,Сернурский район,null,республика Марий Эл,null,56.924864,49.149587
поселок Советский,null,Советский район,null,республика Марий Эл,null,56.75634,48.465547
деревня Марьино,null,Юринский район,null,республика Марий Эл,null,56.560962,46.013245
поселок Атяшево,null,Атяшевский район,null,республика Мордовия,null,54.584677,46.076486
село Алово,null,Атяшевский район,null,республика Мордовия,null,54.627517,46.428024
село Сосновка,null,Зубово-Полянский район,null,республика Мордовия,null,54.273314,42.88868
поселок Кадошкино,null,Кадошкинский район,null,республика Мордовия,null,54.025123,44.433441
деревня Васильевка,null,Ковылкинский район,null,республика Мордовия,null,53.929908,43.867421
село Курнино,null,Ковылкинский район,null,республика Мордовия,null,54.054341,43.889897
Краснослободск,null,Краснослободский район,null,республика Мордовия,null,54.427111,43.779997
село Куликово,null,Краснослободский район,null,республика Мордовия,null,54.406118,43.646193
село Берсеневка,null,Лямбирский район,null,Республика Мордовия,null,54.202155,45.073877
село Лямбирь,null,Лямбирский район,null,Республика Мордовия,null,54.286125,45.110249
село Пензятка,null,Лямбирский район,null,Республика Мордовия,null,54.230912,44.991609
Рузаевка,null,Рузаевский район,null,Республика Мордовия,null,54.054357,44.914282
деревня Надеждинка,null,Рузаевский район,null,Республика Мордовия,null,54.060863,45.000808
Саранск,null,городской округ Саранск,null,Республика Мордовия,null,54.073592,45.067741
Саров,null,Темниковский район,null,республика Мордовия,null,54.927615,43.291709
Темников,null,Темниковский район,null,республика Мордовия,null,54.64378,43.228126
деревня Алексеевка,null,Темниковский район,null,республика Мордовия,null,54.633072,43.138007
село Старый Город,null,Темниковский район,null,республика Мордовия,null,54.680806,43.111498
поселок Алексеевка,null,Чамзинский район,null,республика Мордовия,null,54.436166,45.837526
поселок Чамзинка,null,Чамзинский район,null,республика Мордовия,null,54.397832,45.775668
Балашиха,null,городской округ Балашиха,null,Московская область,null,55.805837,37.841846
Железнодорожный,null,городской округ Балашиха,null,Московская область,null,55.752967,37.943284
деревня Пестово,null,городской округ Балашиха,null,Московская область,null,55.749618,38.055097
деревня Пуршево,null,городской округ Балашиха,null,Московская область,null,55.723957,38.037652
деревня Соболиха,null,городской округ Балашиха,null,Московская область,null,55.72453,38.048449
деревня Черное,null,городской округ Балашиха,null,Московская область,null,55.75057,38.052114
садовое товарищество Дорожник,null,городской округ Балашиха,null,Московская область,null,55.743588,38.113011
Бронницы,null,городской округ Бронницы,null,Московская область,null,55.428884,38.241488
Волоколамск,null,Волоколамский район,null,Московская область,null,56.001031,35.917583
деревня Ефимьево,null,Волоколамский район,null,Московская область,null,56.139832,36.104028
деревня Золево,null,Волоколамский район,null,Московская область,null,56.059876,36.231643
деревня Стеблево,null,Волоколамский район,null,Московская область,null,56.191458,36.069946
деревня Федлово,null,Волоколамский район,null,Московская область,null,55.965536,35.750343
деревня Чеклево,null,Волоколамский район,null,Московская область,null,56.138503,36.12468
деревня Шебаново,null,Волоколамский район,null,Московская область,null,55.982547,35.783976
деревня Ширяево,null,Волоколамский район,null,Московская область,null,55.976055,36.07353
поселок Большое Никольское,null,Волоколамский район,null,Московская область,null,55.998076,36.019766
поселок Горки,null,Волоколамский район,null,Московская область,null,56.042874,35.987489
поселок Новлянское,null,Волоколамский район,null,Московская область,null,55.912587,35.739923
Воскресенск,null,Воскресенский район,null,Московская область,null,55.31348,38.642667
деревня Маришкино,null,Воскресенский район,null,Московская область,null,55.357992,38.615286
деревня Михалёво,null,Воскресенский район,null,Московская область,null,55.448433,38.427808
деревня Цибино,null,Воскресенский район,null,Московская область,null,55.477,38.403248
деревня Юрасово,null,Воскресенский район,null,Московская область,null,55.44804,38.450167
поселок Белоозёрский,null,Воскресенский район,null,Московская область,null,55.459103,38.436791
поселок Виноградово,null,Воскресенский район,null,Московская область,null,55.430866,38.571071
поселок городского типа Белоозерский,null,Воскресенский район,null,Московская область,null,55.459986,38.441462
поселок городского типа имени Цюрупы,null,Воскресенский район,null,Московская область,null,55.48753,38.647149
поселок имени Цюрупы,null,Воскресенский район,null,Московская область,null,55.488422,38.649018
село Ашитково,null,Воскресенский район,null,Московская область,null,55.435978,38.603878
село Конобеево,null,Воскресенский район,null,Московская область,null,55.408337,38.656519
село Фаустово,null,Воскресенский район,null,Московская область,null,55.431647,38.488031
Дзержинский,null,городской округ Дзержинский,null,Московская область,null,55.625135,37.798825
Дмитров,null,Дмитровский район,null,Московская область,null,56.35747,37.495626
Яхрома,null,Дмитровский район,null,Московская область,null,56.296124,37.467688
деревня Горки Сухаревские,null,Дмитровский район,null,Московская область,null,56.09801,37.478414
деревня Малая Черная,null,Дмитровский район,null,Московская область,null,56.122525,37.447027
деревня Малое Рогачево,null,Дмитровский район,null,Московская область,null,56.427304,37.156341
деревня Целеево,null,Дмитровский район,null,Московская область,null,56.235836,37.497575
поселок Некрасовский,null,Дмитровский район,null,Московская область,null,56.098241,37.503648
поселок городского типа Деденево,null,Дмитровский район,null,Московская область,null,56.248196,37.513853
поселок городского типа Икша,null,Дмитровский район,null,Московская область,null,56.16409,37.487254
поселок городского типа Некрасовский,null,Дмитровский район,null,Московская область,null,56.096403,37.489841
поселок дома отдыха Горки,null,Дмитровский район,null,Московская область,null,56.191879,37.337945
садовое товарищество Петровские Дали,null,Дмитровский район,null,Московская область,null,56.266182,37.470087
село Рогачево,null,Дмитровский район,null,Московская область,null,56.435158,37.170166
Долгопрудный,null,городской округ Долгопрудный,null,Московская область,null,55.972247,37.459316
деревня Грибки,null,городской округ Долгопрудный,null,Московская область,null,55.954985,37.535871
Домодедово,null,городской округ Домодедово,null,Московская область,null,55.440156,37.723493
деревня Гальчино,null,городской округ Домодедово,null,Московская область,null,55.272308,37.896059
деревня Житнево,null,городской округ Домодедово,null,Московская область,null,55.339222,37.909597
деревня Жуково,null,городской округ Домодедово,null,Московская область,null,55.410734,37.664707
деревня Заборье,null,городской округ Домодедово,null,Московская область,null,55.386236,37.786626
деревня Павловское,null,городской округ Домодедово,null,Московская область,null,55.484995,37.721319
деревня Проводы,null,городской округ Домодедово,null,Московская область,null,55.354149,37.902123
"""коттеджный поселок ДНТ """"Ветеран""""""",null,городской округ Домодедово,null,Московская область,null,55.30642,37.771939
поселок Государственного племенного завода Константиново,null,городской округ Домодедово,null,Московская область,null,55.434615,37.716549
поселок Добрыниха,null,городской округ Домодедово,null,Московская область,null,55.182557,37.696714
поселок Истомиха,null,городской округ Домодедово,null,Московская область,null,55.453411,37.909776
поселок Котляково,null,городской округ Домодедово,null,Московская область,null,55.482653,37.835072
поселок Красный Путь,null,городской округ Домодедово,null,Московская область,null,55.342155,37.918733
поселок Чулпаново,null,городской округ Домодедово,null,Московская область,null,55.40408,37.635817
поселок Чурилково,null,городской округ Домодедово,null,Московская область,null,55.494527,37.829817
поселок Шебанцево,null,городской округ Домодедово,null,Московская область,null,55.309848,37.812848
село Домодедово,null,городской округ Домодедово,null,Московская область,null,55.463248,37.708482
село Красный Путь,null,городской округ Домодедово,null,Московская область,null,55.344817,37.92096
село Растуново,null,городской округ Домодедово,null,Московская область,null,55.274677,37.838244
село Ям,null,городской округ Домодедово,null,Московская область,null,55.488346,37.739474
Дубна,null,городской округ Дубна,null,Московская область,null,56.753908,37.12393
Егорьевск,null,Егорьевский район,null,Московская область,null,55.383628,39.000259
деревня Заболотье,null,Егорьевский район,null,Московская область,null,55.387382,39.055613
деревня Михали,null,Егорьевский район,null,Московская область,null,55.299363,39.089642
деревня Селиваниха,null,Егорьевский район,null,Московская область,null,55.398743,39.077892
поселок Шувое,null,Егорьевский район,null,Московская область,null,55.465294,39.052972
поселок городского типа Рязановский,null,Егорьевский район,null,Московская область,null,55.141254,39.539742
Железнодорожный,null,городской округ Железнодорожный,null,Московская область,null,55.75172,37.945386
Жуковский,null,городской округ Жуковский,null,Московская область,null,55.607941,38.068122
Зарайск,null,Зарайский район,null,Московская область,null,54.753331,38.868566
Звенигород,null,городской округ Звенигород,null,Московская область,null,55.708886,36.820075
Ивантеевка,null,городской округ Ивантеевка,null,Московская область,null,55.96666,37.88881
Дедовск,null,Истринский район,null,Московская область,null,55.868486,37.099703
Истра,null,Истринский район,null,Московская область,null,55.912995,36.82471
деревня Борки,null,Истринский район,null,Московская область,null,55.834755,36.938177
деревня Устиново,null,Истринский район,null,Московская область,null,56.008948,36.472625
коттеджный поселок Резиденция Бенилюкс,null,Истринский район,null,Московская область,null,55.774229,37.04062
коттеджный поселок Столетово,null,Истринский район,null,Московская область,null,55.911169,36.589603
поселок Санниково,null,Истринский район,null,Московская область,null,55.871173,36.914874
поселок Северный,null,Истринский район,null,Московская область,null,55.943497,36.839029
поселок Снегири,null,Истринский район,null,Московская область,null,55.887897,37.032697
поселок городского типа Снегири,null,Истринский район,null,Московская область,null,55.886372,37.011434
садовое товарищество Лужки,null,Истринский район,null,Московская область,null,55.830457,37.155021
садовое товарищество Солнечный,null,Истринский район,null,Московская область,null,55.99286,36.449376
село Новопетровское,null,Истринский район,null,Московская область,null,55.984265,36.456401
село Павловская Слобода,null,Истринский район,null,Московская область,null,55.817618,37.071621
село Павловская слобода,null,Истринский район,null,Московская область,null,55.81998,37.076104
село Рождествено,null,Истринский район,null,Московская область,null,55.853526,37.039839
Кашира,null,Каширский район,null,Московская область,null,54.836596,38.138775
Ожерелье,null,Каширский район,null,Московская область,null,54.788045,38.254577
Климовск,null,городской округ Климовск,null,Московская область,null,55.358294,37.491979
поселок Подольской МИС,null,городской округ Климовск,null,Московская область,null,55.355101,37.533508
Высоковск,null,Клинский район,null,Московская область,null,56.321855,36.5353
Клин,null,Клинский район,null,Московская область,null,56.36473,36.675752
деревня Покровка,null,Клинский район,null,Московская область,null,56.233804,36.823983
поселок городского типа Решетниково,null,Клинский район,null,Московская область,null,56.435492,36.556446
Сергиевский поселок,null,Коломенский район,null,Московская область,null,55.096183,38.857113
поселок городского типа Пески,null,Коломенский район,null,Московская область,null,55.214917,38.75139
село Пестриково,null,Коломенский район,null,Московская область,null,55.088243,38.851606
Коломна,null,городской округ Коломна,null,Московская область,null,55.102859,38.72409
Королев,null,городской округ Королев,null,Московская область,null,55.906017,37.789213
Котельники,null,городской округ Котельники,null,Московская область,null,55.649495,37.835549
Красноармейск,null,городской округ Красноармейск,null,Московская область,null,56.087158,38.099267
Красногорск,null,Красногорский район,null,Московская область,null,55.840229,37.236139
дачное хозяйство Архангельское,null,Красногорский район,null,Московская область,null,55.784369,37.303863
деревня Александровка,null,Красногорский район,null,Московская область,null,55.749532,37.20715
деревня Бузланово,null,Красногорский район,null,Московская область,null,55.776198,37.204931
деревня Глухово,null,Красногорский район,null,Московская область,null,55.775738,37.255677
деревня Гольево,null,Красногорский район,null,Московская область,null,55.800605,37.306917
деревня Гольёво,null,Красногорский район,null,Московская область,null,55.80104,37.311193
деревня Николо-Урюпино,null,Красногорский район,null,Московская область,null,55.799937,37.198607
деревня Путилково,null,Красногорский район,null,Московская область,null,55.862803,37.382834
коттеджный поселок Глухово,null,Красногорский район,null,Московская область,null,55.771849,37.253117
поселок Архангельское,null,Красногорский район,null,Московская область,null,55.786591,37.296236
поселок Ильинское-Усово,null,Красногорский район,null,Московская область,null,55.766916,37.217328
поселок Нахабино,null,Красногорский район,null,Московская область,null,55.841013,37.146101
поселок Новый,null,Красногорский район,null,Московская область,null,55.808513,37.282132
поселок Отрадное,null,Красногорский район,null,Московская область,null,55.873536,37.310133
поселок городского типа Нахабино,null,Красногорский район,null,Московская область,null,55.840457,37.141034
село Дмитровское,null,Красногорский район,null,Московская область,null,55.7509,37.12172
село Ильинское,null,Красногорский район,null,Московская область,null,55.747809,37.235851
село Петрово-Дальнее,null,Красногорский район,null,Московская область,null,55.75247,37.16757
Краснознаменск,null,городской округ Краснознаменск,null,Московская область,null,55.59806,37.035446
Краснознаменск,null,городской округ Краснознаменск (ЗАТО),null,Московская область,null,55.603319,37.026391
Видное,null,Ленинский район,null,Московская область,null,55.541754,37.646417
деревня Апаринки,null,Ленинский район,null,Московская область,null,55.57121,37.76027
деревня Большая Володарка,null,Ленинский район,null,Московская область,null,55.495297,37.940795
деревня Горки,null,Ленинский район,null,Московская область,null,55.51039,37.755769
деревня Дальние Прудищи,null,Ленинский район,null,Московская область,null,55.552561,37.856318
деревня Жабкино,null,Ленинский район,null,Московская область,null,55.555606,37.6266
деревня Малая Володарка,null,Ленинский район,null,Московская область,null,55.499285,37.955258
деревня Молоково,null,Ленинский район,null,Московская область,null,55.561894,37.859084
деревня Орлово,null,Ленинский район,null,Московская область,null,55.553381,37.88306
коттеджный поселок Коробово,null,Ленинский район,null,Московская область,null,55.533481,37.815956
поселок Володарского,null,Ленинский район,null,Московская область,null,55.502992,37.938082
поселок Горки Ленинские,null,Ленинский район,null,Московская область,null,55.507377,37.774607
поселок Дубровский,null,Ленинский район,null,Московская область,null,55.565254,37.628334
поселок Измайлово,null,Ленинский район,null,Московская область,null,55.562485,37.642096
поселок Новодрожжино,null,Ленинский район,null,Московская область,null,55.532961,37.583975
поселок Развилка,null,Ленинский район,null,Московская область,null,55.595476,37.74366
поселок Совхоза им.Ленина,null,Ленинский район,null,Московская область,null,55.58817,37.732108
поселок ТЛПХ «Дроздово-2»,null,Ленинский район,null,Московская область,null,55.59925,37.809444
поселок городского типа Горки Ленинские,null,Ленинский район,null,Московская область,null,55.507723,37.767977
садовое товарищество Бутово,null,Ленинский район,null,Московская область,null,55.531478,37.596696
село Беседы,null,Ленинский район,null,Московская область,null,55.611617,37.78765
село Булатниково,null,Ленинский район,null,Московская область,null,55.564338,37.662794
село Молоково,null,Ленинский район,null,Московская область,null,55.56445,37.8555
село Остров,null,Ленинский район,null,Московская область,null,55.58205,37.843517
Лобня,null,городской округ Лобня,null,Московская область,null,56.023314,37.412352
Лосино-Петровский,null,городской округ Лосино-Петровский,null,Московская область,null,55.868445,38.188658
деревня Осеево,null,городской округ Лосино-Петровский,null,Московская область,null,55.885696,38.17212
поселок Лесные Поляны,null,городской округ Лосино-Петровский,null,Московская область,null,55.860458,38.181598
деревня Ушаково,null,Лотошинский район,null,Московская область,null,56.1955,35.661554
поселок Кировский,null,Лотошинский район,null,Московская область,null,56.224142,35.65664
поселок городского типа Лотошино,null,Лотошинский район,null,Московская область,null,56.22744,35.628891
Луховицы,null,Луховицкий район,null,Московская область,null,54.974923,39.009233
поселок Красная Пойма,null,Луховицкий район,null,Московская область,null,54.999217,39.072277
поселок городского типа Белоомут,null,Луховицкий район,null,Московская область,null,54.951953,39.313116
село Дединово,null,Луховицкий район,null,Московская область,null,55.051778,39.147322
Лыткарино,null,городской округ Лыткарино,null,Московская область,null,55.599046,37.878955
Люберцы,null,Люберецкий район,null,Московская область,null,55.70039,37.857387
деревня Марусино,null,Люберецкий район,null,Московская область,null,55.695195,37.971913
деревня Машково,null,Люберецкий район,null,Московская область,null,55.686893,37.97503
деревня Токарёво,null,Люберецкий район,null,Московская область,null,55.626756,37.918185
поселок Балластный Карьер,null,Люберецкий район,null,Московская область,null,55.685538,37.983294
поселок Красково,null,Люберецкий район,null,Московская область,null,55.653863,37.98148
поселок Малаховка,null,Люберецкий район,null,Московская область,null,55.632484,37.969074
поселок Октябрьский,null,Люберецкий район,null,Московская область,null,55.61657,37.965723
поселок Томилино,null,Люберецкий район,null,Московская область,null,55.666665,37.948116
поселок городского типа Красково,null,Люберецкий район,null,Московская область,null,55.663197,37.975794
поселок городского типа Малаховка,null,Люберецкий район,null,Московская область,null,55.636656,37.974877
поселок городского типа Октябрьский,null,Люберецкий район,null,Московская область,null,55.615268,37.964511
поселок городского типа Томилино,null,Люберецкий район,null,Московская область,null,55.655173,37.914025
Можайск,null,Можайский район,null,Московская область,null,55.504935,35.993778
деревня Красный Балтиец,null,Можайский район,null,Московская область,null,55.491712,35.99367
деревня Настасьино,null,Можайский район,null,Московская область,null,55.689289,35.887965
деревня Сергово,null,Можайский район,null,Московская область,null,55.580665,36.062849
поселок Уваровка,null,Можайский район,null,Московская область,null,55.525446,35.608185
поселок городского типа Уваровка,null,Можайский район,null,Московская область,null,55.522495,35.597845
поселок имени Дзержинского,null,Можайский район,null,Московская область,null,55.50703,36.059849
Зеленоград,null,Москва,null,Московская область,null,56.006834,37.144717
Москва,null,Москва,null,Московская область,null,55.59367,37.242526
Московский,null,Москва,null,Московская область,null,55.603436,37.332779
Троицк,null,Москва,null,Московская область,null,55.457439,37.270652
Щербинка,null,Москва,null,Московская область,null,55.510436,37.526474
деревня Большое Свинорье,null,Москва,null,Московская область,null,55.579012,37.144555
деревня Власово,null,Москва,null,Московская область,null,55.576345,37.127029
деревня Внуково,null,Москва,null,Московская область,null,55.656458,37.25671
деревня Говорово,null,Москва,null,Московская область,null,55.651719,37.431522
деревня Давыдково,null,Москва,null,Московская область,null,55.58527,37.196478
деревня Изварино,null,Москва,null,Московская область,null,55.621292,37.264813
деревня Картмазово,null,Москва,null,Московская область,null,55.618288,37.390038
деревня Кузнецово,null,Москва,null,Московская область,null,55.460788,36.938383
деревня Марушкино,null,Москва,null,Московская область,null,55.60073,37.192705
деревня Постниково,null,Москва,null,Московская область,null,55.60373,37.227209
деревня Пушкино,null,Москва,null,Московская область,null,55.561227,37.359172
деревня Рассказовка,null,Москва,null,Московская область,null,55.629394,37.308965
деревня Румянцево,null,Москва,null,Московская область,null,55.635533,37.422575
деревня Саларьево,null,Москва,null,Московская область,null,55.621856,37.430552
деревня Сосенки,null,Москва,null,Московская область,null,55.569454,37.4402
деревня Толстопальцево,null,Москва,null,Московская область,null,55.606161,37.185869
деревня Шарапово,null,Москва,null,Московская область,null,55.582604,37.175116
деревня Яковлевское,null,Москва,null,Московская область,null,55.464534,36.92869
деревня Ямонтово,null,Москва,null,Московская область,null,55.53505,37.456558
коттеджный поселок ЛМС,null,Москва,null,Московская область,null,55.30436,37.188007
коттеджный поселок Лесное озеро,null,Москва,null,Московская область,null,55.590821,37.096549
коттеджный поселок Шишкин Лес-2,null,Москва,null,Московская область,null,55.425558,37.178799
поселок Акулово,null,Москва,null,Московская область,null,56.001776,37.790211
поселок Ватутинки,null,Москва,null,Московская область,null,55.501519,37.325036
поселок Внуково,null,Москва,null,Московская область,null,55.594972,37.242732
поселок Восточный,null,Москва,null,Московская область,null,55.818189,37.857521
поселок Газопровод,null,Москва,null,Московская область,null,55.581597,37.4705
поселок ДСК Мичуринец,null,Москва,null,Московская область,null,55.650622,37.317203
поселок Ерино,null,Москва,null,Московская область,null,55.451512,37.507672
поселок Знамя Октября,null,Москва,null,Московская область,null,55.475607,37.533957
поселок Изваринской школы,null,Москва,null,Московская область,null,55.630543,37.265496
поселок Коммунарка,null,Москва,null,Московская область,null,55.571632,37.473483
поселок Красная Пахра,null,Москва,null,Московская область,null,55.430447,37.27093
поселок Курилово,null,Москва,null,Московская область,null,55.37347,37.37748
поселок ЛМС,null,Москва,null,Московская область,null,55.309873,37.178117
поселок Марьино,null,Москва,null,Московская область,null,55.549271,37.321667
поселок Минвнешторга,null,Москва,null,Московская область,null,55.63282,37.251707
поселок Московский писатель,null,Москва,null,Московская область,null,55.637342,37.261813
поселок Мосрентген,null,Москва,null,Московская область,null,55.61056,37.467383
поселок Первомайское,null,Москва,null,Московская область,null,55.537592,37.153476
